prov,citycode,ctnm,inaug_time,birthmonth,name,age_feb20,locked_down,daySinceFirstCase,lockdown_date,tenure,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,sub_prov_ct,cityname,gdp2018,gdpPercap2018,gdpGrowth2018,自治州-盟-地区,popHR18_all,Log_popHR18_all
山东省,371600,滨州市,2019-1,1963-3,佘春明,56,False,,,1,0.0,1.0,3.0,3.0,4.0,7.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,滨州市,8190902.0,76014.0,5.45,False,394.0,5.976350909297934
广东省,440900,茂名市,2019-1,1968-5,许志晖,51,False,,,1,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,8.0,10.0,10.0,11.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0,茂名市,13968211.0,55130.0,7.14,False,804.0,6.6895992691789665
山东省,370200,青岛市,2019-1,1963-7,王清宪,56,True,-12.0,2020-02-05,1,4.0,6.0,8.0,13.0,15.0,17.0,21.0,21.0,21.0,24.0,26.0,32.0,35.0,41.0,44.0,46.0,49.0,53.0,53.0,53.0,53.0,55.0,56.0,57.0,57.0,58.0,59.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,1,青岛市,84991300.0,136667.0,9.3,False,803.0,6.688354713946762
黑龙江省,232700,大兴安岭地区,2019-10,1961-3,李大义,58,False,,,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,,,,,True,,
江苏省,321200,泰州市,2019-10,1963-10,史立军,56,False,,,0,0.0,0.0,1.0,2.0,4.0,8.0,9.0,12.0,17.0,17.0,21.0,23.0,26.0,28.0,29.0,30.0,30.0,31.0,34.0,36.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0,泰州市,19948100.0,122501.0,8.6,False,505.0,6.22455842927536
广东省,441200,肇庆市,2019-10,1966-6,范中杰,53,False,,,0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,10.0,10.0,13.0,14.0,14.0,14.0,14.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0,肇庆市,11166091.0,72007.0,5.2,False,446.0,6.100318952020064
广东省,442000,中山市,2019-10,1965-9,赖泽华,54,False,,,0,2.0,2.0,2.0,5.0,6.0,13.0,18.0,18.0,18.0,21.0,25.0,31.0,36.0,44.0,46.0,46.0,51.0,56.0,58.0,62.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,0,中山市,36327000.0,,,False,170.0,5.135798437050262
云南省,533100,德宏傣族景颇族自治州,2019-10,1964-4,赵刚,55,False,,,0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,,,,,True,,
吉林省,220600,白山市,2019-11,1969-12,王冰,50,False,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,白山市,3546055.0,65256.0,-1.33,False,120.0,4.787491742782046
黑龙江省,230800,佳木斯市,2019-12,1968-9,杨博,51,False,,,0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,8.0,11.0,11.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,佳木斯市,4561525.0,59023.0,6,False,235.0,5.459585514144159
江苏省,320800,淮安市,2019-12,1971-10,蔡丽新,48,False,,,0,0.0,0.0,1.0,2.0,2.0,3.0,7.0,10.0,12.0,13.0,18.0,22.0,26.0,34.0,37.0,40.0,44.0,46.0,46.0,47.0,51.0,56.0,60.0,63.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,0,淮安市,22359500.0,72908.0,7.25,False,561.0,6.329720905522696
浙江省,331000,台州市,2019-12,1970-4,李跃旗,49,False,,,0,18.0,20.0,21.0,22.0,22.0,40.0,64.0,81.0,95.0,100.0,109.0,115.0,122.0,124.0,129.0,133.0,138.0,141.0,143.0,143.0,144.0,144.0,145.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,0,台州市,16240361.0,83050.0,8.94,False,604.0,6.403574197934815
安徽省,340700,铜陵市,2019-12,1970-10,丁纯,49,False,,,0,0.0,3.0,3.0,3.0,9.0,9.0,10.0,14.0,16.0,16.0,18.0,19.0,19.0,20.0,22.0,23.0,24.0,25.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0,铜陵市,8813428.0,,8.44,False,171.0,5.14166355650266
福建省,350300,莆田市,2019-12,1966-4,刘建洋,53,False,,,0,0.0,0.0,1.0,10.0,14.0,14.0,17.0,22.0,25.0,27.0,34.0,37.0,38.0,42.0,44.0,47.0,47.0,51.0,51.0,52.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0,0,莆田市,16647596.0,81847.0,8.42,False,355.0,5.872117789475416
山东省,371400,德州市,2019-12,1967-2,李猛,53,False,,,0,0.0,1.0,3.0,6.0,8.0,11.0,15.0,16.0,17.0,19.0,19.0,19.0,24.0,26.0,27.0,29.0,30.0,32.0,32.0,33.0,35.0,35.0,36.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0,德州市,8957000.0,68314.0,7.19,False,595.0,6.38856140554563
湖南省,430600,岳阳市,2019-12,1962-1,王一鸥,58,False,,,0,3.0,5.0,6.0,7.0,17.0,26.0,29.0,37.0,45.0,53.0,70.0,83.0,89.0,93.0,107.0,111.0,115.0,124.0,134.0,146.0,148.0,149.0,153.0,154.0,154.0,155.0,155.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,0,岳阳市,13125986.0,99537.0,6.6,False,567.0,6.340359303727752
湖南省,431300,娄底市,2019-12,1969-9,刘非,50,False,,,0,3.0,5.0,5.0,7.0,9.0,13.0,16.0,20.0,26.0,29.0,35.0,40.0,45.0,51.0,53.0,59.0,64.0,66.0,69.0,69.0,72.0,73.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,0,娄底市,4601745.0,74886.0,10.4,False,454.0,6.118097198041348
海南省,460100,海口市,2019-12,1965-11,何忠友,54,False,,,0,3.0,3.0,3.0,6.0,7.0,9.0,9.0,9.0,11.0,11.0,13.0,14.0,16.0,16.0,21.0,23.0,23.0,28.0,29.0,29.0,29.0,31.0,33.0,33.0,34.0,34.0,34.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0,海口市,13905779.0,61589.0,7.5,False,171.0,5.14166355650266
四川省,510600,德阳市,2019-12,1970-2,靳磊,49,False,,,0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,7.0,10.0,10.0,12.0,12.0,12.0,12.0,13.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0,德阳市,6709721.0,68888.0,8.6,False,388.0,5.961005339623274
陕西省,611000,商洛市,2019-12,1968-7,郭永红,51,False,,,0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,商洛市,1478000.0,27384.0,9.5,False,253.0,5.53338948872752
甘肃省,620300,金昌市,2019-12,1968-1,张永霞,52,False,,,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,金昌市,1564325.0,66909.0,1.3,False,46.0,3.828641396489095
河北省,130500,邢台市,2019-12,1967-11,钱三雄,52,False,,,0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,7.0,10.0,10.0,14.0,16.0,16.0,19.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0,邢台市,3706907.0,38163.0,7.25,False,790.0,6.672032945461067
山西省,140800,运城市,2019-12,1972-12,丁小强,47,False,,,0,0.0,2.0,2.0,2.0,3.0,4.0,7.0,8.0,10.0,10.0,13.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0,运城市,2461333.0,34987.0,7,False,513.0,6.240275845170769
内蒙古自治区,150500,通辽市,2019-12,1963-7,冯玉臻,56,True,-17.0,2020-02-13,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,通辽市,4201300.0,40347.0,4.4,False,316.0,5.755742213586912
内蒙古自治区,152900,阿拉善盟,2019-12,1969-8,万超岐,50,True,20.0,2020-02-13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,True,,
辽宁省,210600,丹东市,2019-12,1964-10,裴伟东,55,True,-10.0,2020-02-05,0,0.0,0.0,1.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,丹东市,2298381.0,29409.0,4,False,235.0,5.459585514144159
辽宁省,210900,阜新市,2019-12,1966-12,吕志成,53,True,-4.0,2020-02-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,阜新市,1849479.0,23399.0,"~0,90",False,186.0,5.225746673713202
江苏省,320200,无锡市,2019-12,1962-10,黄钦,57,True,-10.0,2020-02-03,0,1.0,1.0,2.0,4.0,6.0,9.0,10.0,12.0,13.0,19.0,23.0,25.0,26.0,28.0,31.0,34.0,38.0,41.0,45.0,48.0,49.0,51.0,52.0,53.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0,无锡市,54652800.0,150120.0,7.7,False,493.0,6.20050917404269
江苏省,320400,常州市,2019-12,1967-9,齐家滨,52,True,-10.0,2020-02-04,0,0.0,5.0,5.0,6.0,8.0,8.0,10.0,13.0,14.0,15.0,15.0,19.0,24.0,27.0,29.0,31.0,31.0,31.0,31.0,36.0,38.0,43.0,43.0,46.0,49.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,0,常州市,57722100.0,146104.0,8.2,False,379.0,5.937536205082426
江苏省,320600,南通市,2019-12,1963-4,徐惠民,56,True,-11.0,2020-02-04,0,1.0,1.0,2.0,4.0,6.0,6.0,9.0,10.0,12.0,17.0,19.0,22.0,25.0,27.0,29.0,31.0,32.0,33.0,35.0,37.0,38.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0,南通市,28626300.0,121783.0,7.8,False,764.0,6.638567789166521
江苏省,321000,扬州市,2019-12,1965-5,夏心旻,54,True,-12.0,2020-02-05,0,1.0,1.0,1.0,4.0,5.0,8.0,8.0,8.0,13.0,13.0,14.0,15.0,15.0,15.0,17.0,17.0,18.0,18.0,18.0,18.0,20.0,20.0,21.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0,扬州市,32484000.0,133566.0,7.6,False,460.0,6.131226489483141
湖北省,421200,咸宁市,2019-12,1966-6,孟祥伟,53,True,1.0,2020-01-24,0,0.0,0.0,43.0,64.0,91.0,112.0,130.0,166.0,206.0,246.0,296.0,348.0,384.0,399.0,443.0,476.0,493.0,507.0,515.0,525.0,534.0,732.0,840.0,852.0,861.0,868.0,832.0,766.0,766.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,0,咸宁市,2830000.0,53676.0,8.7,False,304.0,5.717027701406222
河北省,130300,秦皇岛市,2019-12,1962-3,朱政学,57,True,7.0,2020-01-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,秦皇岛市,10146857.0,61170.0,7.4,False,298.0,5.697093486505405
山东省,371100,日照市,2019-12,1967-4,张惠,52,True,-12.0,2020-02-05,0,1.0,3.0,4.0,5.0,6.0,8.0,9.0,9.0,10.0,11.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0,日照市,14150500.0,99323.0,8.8,False,304.0,5.717027701406222
福建省,350200,厦门市,2019-2,1963-12,胡昌升,56,False,,,0,3.0,3.0,4.0,4.0,5.0,6.0,7.0,13.0,17.0,18.0,19.0,20.0,21.0,21.0,23.0,25.0,25.0,28.0,31.0,32.0,34.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,1,厦门市,43517181.0,109753.0,7.6,False,231.0,5.442417710521793
山东省,371500,聊城市,2019-2,1972-3,孙爱军,47,False,,,0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,7.0,8.0,9.0,10.0,10.0,12.0,15.0,20.0,27.0,33.0,34.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,0,聊城市,5731900.0,43501.0,8,False,640.0,6.461468176353717
湖南省,431100,永州市,2019-2,1968-8,严华,51,False,,,0,4.0,4.0,4.0,4.0,7.0,11.0,14.0,16.0,18.0,22.0,26.0,26.0,30.0,32.0,38.0,40.0,40.0,41.0,42.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,0,永州市,4708548.0,42534.0,8.8,False,642.0,6.464588303689961
福建省,350400,三明市,2019-3,1962-12,林兴禄,57,False,,,0,0.0,1.0,4.0,4.0,8.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0,三明市,4532584.0,117668.0,8.53,False,288.0,5.662960480135946
福建省,350600,漳州市,2019-3,1964-8,邵玉龙,55,False,,,0,0.0,3.0,4.0,5.0,6.0,7.0,7.0,8.0,11.0,12.0,13.0,13.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0,漳州市,8148209.0,103667.0,8.7,False,514.0,6.2422232654551655
甘肃省,622900,临夏回族自治州,2019-3,1964-1,郭鹤立,56,False,,,0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,,,,,True,,
陕西省,610500,渭南市,2019-4,1966-4,魏建锋,53,False,,,0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,9.0,9.0,9.0,9.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,渭南市,3705194.0,41208.0,8.32,False,556.0,6.320768294250582
山西省,140700,晋中市,2019-4,1963-2,赵建平,57,False,,,0,0.0,0.0,2.0,2.0,5.0,9.0,9.0,9.0,11.0,13.0,15.0,19.0,21.0,26.0,27.0,30.0,32.0,32.0,33.0,34.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0,37.0,0,晋中市,2698240.0,40850.0,5.1,False,332.0,5.805134968916488
辽宁省,211200,铁岭市,2019-4,1964-10,李士伟,55,True,-11.0,2020-02-05,0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,铁岭市,1295727.0,30000.0,1.4,False,294.0,5.683579767338681
吉林省,220100,长春市,2019-4,1962-7,王凯,57,False,,,0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,13.0,17.0,18.0,28.0,29.0,32.0,32.0,37.0,39.0,40.0,42.0,42.0,43.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,1,长春市,51428765.0,,8,False,749.0,6.618738983517219
吉林省,220700,松原市,2019-4,1968-11,王子联,51,False,,,0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,松原市,3913200.0,59368.0,-7.19,False,275.0,5.616771097666572
广东省,440500,汕头市,2019-5,1965-11,马文田,54,False,,,0,0.0,1.0,2.0,2.0,5.0,8.0,12.0,12.0,14.0,15.0,18.0,18.0,20.0,21.0,22.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,汕头市,23315759.0,42152.0,8.6,False,565.0,6.336825731146441
广东省,445100,潮州市,2019-5,1964-5,李雅林,55,False,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,潮州市,8045515.0,45332.0,7,False,276.0,5.62040086571715
安徽省,341200,阜阳市,2019-6,1962-11,杨光荣,57,False,,,0,2.0,7.0,10.0,10.0,21.0,23.0,28.0,38.0,47.0,59.0,65.0,79.0,84.0,95.0,105.0,113.0,118.0,125.0,132.0,138.0,142.0,146.0,150.0,152.0,153.0,154.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,0,阜阳市,5431259.0,23855.0,8,False,1070.0,6.975413927455952
河南省,410100,郑州市,2019-6,1964-8,徐立毅,55,True,-11.0,2020-02-04,0,3.0,6.0,20.0,29.0,37.0,40.0,46.0,50.0,56.0,65.0,72.0,85.0,92.0,102.0,112.0,120.0,126.0,130.0,132.0,137.0,141.0,142.0,144.0,148.0,151.0,154.0,156.0,156.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,0,郑州市,53849953.0,94477.0,6.7,False,842.0,6.7357800142423265
山东省,371700,菏泽市,2019-7,1964-10,张新文,55,False,,,0,0.0,1.0,1.0,4.0,5.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,12.0,13.0,13.0,14.0,16.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0,菏泽市,7708513.0,38143.0,8.2,False,1019.0,6.926577033222725
四川省,512000,资阳市,2019-7,1963-9,廖仁松,56,False,,,0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,0,资阳市,4848100.0,53293.0,8.3,False,349.0,5.855071922202427
贵州省,520400,安顺市,2019-7,1961-12,陈训华,58,False,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,安顺市,4488895.0,40817.0,13.5,False,301.0,5.707110264748875
吉林省,220500,通化市,2019-7,1965-5,高志国,54,False,,,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,0,通化市,1890231.0,43110.0,-15.3,False,217.0,5.37989735354046
山东省,370300,淄博市,2019-8,1969-5,江敦涛,50,False,,,0,0.0,0.0,1.0,2.0,2.0,4.0,8.0,9.0,10.0,12.0,12.0,12.0,14.0,14.0,15.0,15.0,16.0,17.0,20.0,20.0,23.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0,淄博市,36697027.0,113450.0,8.4,False,433.0,6.07073772800249
贵州省,520300,遵义市,2019-8,1967-12,魏树旺,52,False,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,8.0,9.0,9.0,11.0,12.0,15.0,15.0,19.0,24.0,25.0,25.0,28.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0,遵义市,11193200.0,52940.0,13.2,False,805.0,6.690842277418564
内蒙古自治区,150100,呼和浩特市,2019-8,1964-6,王莉霞,55,True,-16.0,2020-02-13,0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,呼和浩特市,21851700.0,99720.0,5.16,False,243.0,5.493061443340548
陕西省,610100,西安市,2019-9,1963-10,王浩,56,False,,,0,2.0,4.0,8.0,12.0,15.0,18.0,22.0,32.0,39.0,47.0,55.0,60.0,70.0,74.0,80.0,88.0,96.0,98.0,104.0,110.0,114.0,114.0,114.0,114.0,117.0,117.0,118.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,1,西安市,71920980.0,84205.0,7.6,False,906.0,6.80903930604298
江苏省,320500,苏州市,2019-9,1964-1,蓝绍敏,56,True,-13.0,2020-02-06,0,2.0,3.0,7.0,8.0,12.0,20.0,24.0,32.0,34.0,38.0,44.0,52.0,55.0,60.0,69.0,72.0,75.0,77.0,80.0,84.0,85.0,85.0,86.0,86.0,86.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,0,苏州市,81945100.0,148427.0,7.3,False,691.0,6.53813982376767
黑龙江省,231100,黑河市,2020-1,1963-7,马里,56,False,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,10.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0,黑河市,349527.0,34607.0,3.7,False,161.0,5.081404364984463
广东省,441500,汕尾市,2020-1,1975-11,张晓强,44,False,,,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,汕尾市,2241362.0,42515.0,-0.6,False,363.0,5.8944028342648505
四川省,510300,自贡市,2020-1,1969-10,范波,50,False,,,0,0.0,1.0,1.0,2.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0,自贡市,8484280.0,56636.0,8.13,False,324.0,5.780743515792329
